name,email,annual_revenue,plan_type,tenure_months,monthly_charges,has_dedicated_csm,csm_name,csm_email,days_since_last_login,events_per_month_trend,support_ticket_velocity,churn_probability,risk_tier,churn_drivers,intervention_status
NovaSeat-6557-BZXLQ,6557-bzxlq@example.com,835.8,Starter,16,69.65,False,,,16,Stable,1.25,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2550-QHZGP,2550-qhzgp@example.com,234.0,Pro,7,19.5,False,,,10,Increasing,0.9,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7519-JTWQH,7519-jtwqh@example.com,1326.0,Enterprise,69,110.5,True,,,7,Stable,0.65,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2538-OIMXF,2538-oimxf@example.com,296.4,Starter,1,24.7,False,,,19,Stable,0.96,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8543-MSDMF,8543-msdmf@example.com,928.8,Starter,3,77.4,False,,,2,Increasing,1.45,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8655}, {""driver"": ""days_since_last_login"", ""impact"": -0.8532}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9961-JBNMK,9961-jbnmk@example.com,1161.6,Starter,21,96.8,False,,,26,Declining,3.94,0.9995,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.1705}, {""driver"": ""days_since_last_login"", ""impact"": -0.8018}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-1170-SASML,1170-sasml@example.com,1024.8,Starter,69,85.4,False,,,11,Stable,0.71,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4872-JCVCA,4872-jcvca@example.com,571.2,Enterprise,71,47.6,True,,,19,Stable,0.89,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5346-BZCHP,5346-bzchp@example.com,232.8,Enterprise,69,19.4,False,,,15,Increasing,1.43,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9022}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2038-LLMLM,2038-llmlm@example.com,1246.2,Starter,48,103.85,True,,,13,Increasing,0.62,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6173-ITPWD,6173-itpwd@example.com,1000.2,Starter,47,83.35,False,,,32,Stable,2.73,0.9998,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-9734-UYXQI,9734-uyxqi@example.com,592.8,Starter,2,49.4,False,,,74,Declining,2.84,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-1216-BGTSP,1216-bgtsp@example.com,1301.4,Starter,45,108.45,True,,,20,Increasing,1.07,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4138-NAXED,4138-naxed@example.com,972.0,Starter,51,81.0,False,,,16,Increasing,0.91,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2189-UXTKY,2189-uxtky@example.com,950.4,Starter,22,79.2,True,,,46,Declining,2.72,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-0744-BIKKF,0744-bikkf@example.com,1039.8,Enterprise,72,86.65,True,,,29,Stable,1.13,0.0005,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.7771}, {""driver"": ""days_since_last_login"", ""impact"": 0.3707}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7483-IQWIB,7483-iqwib@example.com,1115.4,Starter,37,92.95,False,,,10,Increasing,0.6,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5248-KWLAR,5248-kwlar@example.com,1084.2,Enterprise,71,90.35,True,,,16,Increasing,1.11,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4958-GZWIY,4958-gzwiy@example.com,584.4,Starter,7,48.7,False,,,37,Stable,1.62,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-7996-MHXLW,7996-mhxlw@example.com,301.8,Enterprise,66,25.15,False,,,21,Increasing,0.99,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7833-PKIHD,7833-pkihd@example.com,916.8,Pro,51,76.4,True,,,0,Increasing,0.57,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7061-OVMIM,7061-ovmim@example.com,234.6,Pro,30,19.55,False,,,29,Stable,1.14,0.0004,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.7771}, {""driver"": ""days_since_last_login"", ""impact"": 0.3707}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5153-RTHKF,5153-rthkf@example.com,1024.2,Starter,34,85.35,False,,,26,Increasing,0.93,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9255}, {""driver"": ""days_since_last_login"", ""impact"": -0.7689}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-1852-QSWCD,1852-qswcd@example.com,297.6,Enterprise,64,24.8,False,,,11,Increasing,0.91,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4832-VRBMR,4832-vrbmr@example.com,1237.8,Pro,65,103.15,False,,,14,Increasing,1.1,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9079-LWTFD,9079-lwtfd@example.com,1209.0,Starter,47,100.75,True,,,17,Increasing,1.11,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6356-ELRKD,6356-elrkd@example.com,1147.2,Starter,1,95.6,False,,,45,Declining,2.56,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-8624-GIOUT,8624-giout@example.com,717.0,Starter,49,59.75,False,,,70,Declining,3.14,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-3392-EHMNK,3392-ehmnk@example.com,1129.2,Enterprise,67,94.1,True,,,29,Increasing,0.74,0.0005,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.7771}, {""driver"": ""days_since_last_login"", ""impact"": 0.3707}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5986-WWXDV,5986-wwxdv@example.com,232.2,Pro,39,19.35,False,,,22,Stable,1.18,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3061-BCKYI,3061-bckyi@example.com,238.8,Starter,14,19.9,False,,,13,Stable,1.08,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6179-GJPSO,6179-gjpso@example.com,1297.8,Starter,43,108.15,True,,,87,Declining,3.64,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-7901-TBKJX,7901-tbkjx@example.com,1212.6,Starter,56,101.05,False,,,0,Stable,1.24,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7228-PAQPD,7228-paqpd@example.com,709.2,Pro,14,59.1,True,,,12,Increasing,1.35,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3177-LASXD,3177-lasxd@example.com,856.2,Starter,1,71.35,False,,,21,Declining,2.76,0.9996,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.2063}, {""driver"": ""days_since_last_login"", ""impact"": -0.8376}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-7746-QYVCO,7746-qyvco@example.com,670.2,Pro,16,55.85,False,,,14,Stable,0.85,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5804-HYIEZ,5804-hyiez@example.com,1272.6,Starter,70,106.05,False,,,6,Increasing,1.33,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9919-FZDED,9919-fzded@example.com,1009.2,Enterprise,72,84.1,False,,,14,Increasing,0.74,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5934-TSSAU,5934-tssau@example.com,903.6,Starter,23,75.3,False,,,19,Increasing,0.96,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3486-KHMLI,3486-khmli@example.com,296.4,Starter,21,24.7,False,,,9,Increasing,0.69,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4897-QSUYC,4897-qsuyc@example.com,241.8,Starter,1,20.15,False,,,66,Increasing,3.39,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-1084-UQCHV,1084-uqchv@example.com,837.0,Starter,1,69.75,False,,,66,Declining,3.31,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-8290-YWKHZ,8290-ywkhz@example.com,1118.4,Starter,32,93.2,False,,,50,Stable,1.61,0.9998,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-2955-BJZHG,2955-bjzhg@example.com,970.2,Starter,17,80.85,False,,,52,Declining,3.51,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-3806-DXQOM,3806-dxqom@example.com,403.8,Starter,4,33.65,False,,,64,Declining,2.83,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-6784-XYJAE,6784-xyjae@example.com,669.6,Pro,36,55.8,False,,,21,Increasing,1.44,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8655}, {""driver"": ""days_since_last_login"", ""impact"": -0.8532}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3933-DQPWX,3933-dqpwx@example.com,476.4,Enterprise,50,39.7,True,,,11,Stable,0.87,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6661-EIPZC,6661-eipzc@example.com,354.0,Starter,48,29.5,True,,,10,Stable,1.16,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8957-THMOA,8957-thmoa@example.com,241.8,Enterprise,50,20.15,False,,,28,Stable,0.85,0.0003,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8629}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}, {""driver"": ""tenure_months"", ""impact"": -0.0852}]",None
NovaSeat-2251-PYLPB,2251-pylpb@example.com,954.6,Enterprise,72,79.55,True,,,30,Stable,1.31,0.0005,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.868}, {""driver"": ""days_since_last_login"", ""impact"": 0.649}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5555-RNPGT,5555-rnpgt@example.com,297.6,Starter,10,24.8,False,,,29,Increasing,1.4,0.0005,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.7771}, {""driver"": ""days_since_last_login"", ""impact"": 0.3707}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-1057-FOGLZ,1057-foglz@example.com,235.8,Starter,18,19.65,False,,,24,Increasing,1.29,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9367}, {""driver"": ""days_since_last_login"", ""impact"": -0.8214}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9300-RENDD,9300-rendd@example.com,959.4,Starter,1,79.95,False,,,19,Declining,1.73,0.9996,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.2063}, {""driver"": ""days_since_last_login"", ""impact"": -0.8376}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-0761-AETCS,0761-aetcs@example.com,231.6,Starter,1,19.3,False,,,69,Stable,1.9,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-8087-LGYHQ,8087-lgyhq@example.com,1128.6,Starter,9,94.05,False,,,23,Stable,1.42,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9022}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4137-BTIKL,4137-btikl@example.com,1089.0,Starter,2,90.75,False,,,24,Increasing,1.12,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9367}, {""driver"": ""days_since_last_login"", ""impact"": -0.8214}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2190-BCXEC,2190-bcxec@example.com,946.2,Starter,40,78.85,True,,,18,Stable,1.37,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6227-FBDXH,6227-fbdxh@example.com,1194.0,Pro,69,99.5,False,,,1,Increasing,1.18,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2153-MREFK,2153-mrefk@example.com,1190.4,Pro,37,99.2,True,,,24,Increasing,2.54,0.9992,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.2196}, {""driver"": ""days_since_last_login"", ""impact"": -0.8224}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-2911-WDXMV,2911-wdxmv@example.com,966.6,Starter,18,80.55,False,,,19,Stable,1.11,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7206-PQBBZ,7206-pqbbz@example.com,842.4,Starter,11,70.2,False,,,0,Increasing,0.59,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3106-ULWFW,3106-ulwfw@example.com,1022.4,Starter,8,85.2,False,,,19,Declining,1.63,0.9996,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.2063}, {""driver"": ""days_since_last_login"", ""impact"": -0.8376}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-0925-VYDLG,0925-vydlg@example.com,903.0,Starter,3,75.25,False,,,79,Declining,1.99,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-4547-FZJWE,4547-fzjwe@example.com,713.4,Pro,55,59.45,False,,,13,Increasing,0.65,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7422-WNBTY,7422-wnbty@example.com,1120.2,Starter,33,93.35,False,,,8,Stable,1.48,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.824}, {""driver"": ""days_since_last_login"", ""impact"": -0.8439}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-0842-IWYCP,0842-iwycp@example.com,539.4,Starter,46,44.95,False,,,1,Increasing,1.4,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3521-HTQTV,3521-htqtv@example.com,313.2,Enterprise,34,26.1,False,,,24,Increasing,1.39,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9367}, {""driver"": ""days_since_last_login"", ""impact"": -0.8214}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3744-ZBHON,3744-zbhon@example.com,242.4,Starter,3,20.2,False,,,22,Declining,1.29,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9269}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-3373-DIUUN,3373-diuun@example.com,255.0,Enterprise,30,21.25,False,,,4,Stable,1.19,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8383-SGHJU,8383-sghju@example.com,712.8,Pro,33,59.4,True,,,22,Stable,1.16,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7607-QKKTJ,7607-qkktj@example.com,1140.0,Pro,45,95.0,False,,,28,Increasing,0.61,0.0003,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8629}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}, {""driver"": ""tenure_months"", ""impact"": -0.0852}]",None
NovaSeat-7707-PYBBH,7707-pybbh@example.com,742.8,Starter,40,61.9,True,,,24,Stable,1.4,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9367}, {""driver"": ""days_since_last_login"", ""impact"": -0.8214}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8984-HPEMB,8984-hpemb@example.com,1423.8,Enterprise,71,118.65,True,,,7,Stable,1.38,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4349-GFQHK,4349-gfqhk@example.com,652.2,Starter,1,54.35,False,,,69,Declining,2.33,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-4139-DETXS,4139-detxs@example.com,773.4,Enterprise,72,64.45,True,,,21,Increasing,1.43,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9022}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9779-DPNEJ,9779-dpnej@example.com,961.8,Starter,22,80.15,False,,,15,Increasing,1.05,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9805-FILKB,9805-filkb@example.com,242.4,Pro,46,20.2,False,,,12,Increasing,0.95,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5793-YOLJN,5793-yoljn@example.com,252.0,Enterprise,55,21.0,False,,,19,Stable,1.47,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.824}, {""driver"": ""days_since_last_login"", ""impact"": -0.8439}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-0673-IGUQO,0673-iguqo@example.com,245.4,Starter,1,20.45,False,,,28,Stable,0.96,0.0003,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8629}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}, {""driver"": ""tenure_months"", ""impact"": 0.0838}]",None
NovaSeat-4123-FCVCB,4123-fcvcb@example.com,910.2,Pro,12,75.85,True,,,14,Stable,1.14,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8819-IMISP,8819-imisp@example.com,965.4,Starter,31,80.45,False,,,0,Increasing,0.87,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7802-EFKNY,7802-efkny@example.com,299.4,Starter,5,24.95,False,,,56,Stable,1.8,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-8311-UEUAB,8311-ueuab@example.com,906.0,Enterprise,67,75.5,False,,,2,Stable,1.22,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5858-EAFCZ,5858-eafcz@example.com,533.4,Starter,1,44.45,False,,,5,Increasing,1.12,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8035-BUYVG,8035-buyvg@example.com,508.2,Pro,40,42.35,False,,,27,Increasing,2.37,0.9994,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.1542}, {""driver"": ""days_since_last_login"", ""impact"": -0.4138}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
